Gm,Tm,H_A,Opp,Result,R,RA,Inn,GB,D/N,Orig_Scheduled,Year,home_team,away_team,home_score,away_score,month,day,date
51,ARI,A,OAK,L,0,3,NA,0.5,D,NA,2018,OAK,ARI,3,0,5,26,2018-05-26
52,ARI,A,OAK,L,1,2,NA,1.5,D,NA,2018,OAK,ARI,2,1,5,27,2018-05-27
53,ARI,H,CIN,W,12,5,NA,1.5,D,NA,2018,ARI,CIN,12,5,5,28,2018-05-28
54,ARI,H,CIN,W,5,2,NA,1.5,N,NA,2018,ARI,CIN,5,2,5,29,2018-05-29
55,ARI,H,CIN,L,4,7,NA,1.5,D,NA,2018,ARI,CIN,4,7,5,30,2018-05-30
56,ARI,H,MIA,W,9,1,NA,0.5,N,NA,2018,ARI,MIA,9,1,6,1,2018-06-01
57,ARI,H,MIA,W,6,2,NA,up 0.5,N,NA,2018,ARI,MIA,6,2,6,2,2018-06-02
58,ARI,H,MIA,W,6,1,NA,up 1.5,D,NA,2018,ARI,MIA,6,1,6,3,2018-06-03
59,ARI,A,SFG,L,3,10,NA,up 1.0,N,NA,2018,SFG,ARI,10,3,6,4,2018-06-04
60,ARI,A,SFG,W,3,2,NA,up 1.0,N,NA,2018,SFG,ARI,2,3,6,5,2018-06-05
61,ARI,A,SFG,L-wo,4,5,10,Tied,D,NA,2018,SFG,ARI,5,4,6,6,2018-06-06
62,ARI,A,COL,W,9,4,NA,up 1.5,N,NA,2018,COL,ARI,4,9,6,8,2018-06-08
63,ARI,A,COL,W,12,7,NA,up 2.5,N,NA,2018,COL,ARI,7,12,6,9,2018-06-09
64,ARI,A,COL,W,8,3,NA,up 2.5,D,NA,2018,COL,ARI,3,8,6,10,2018-06-10
65,ARI,H,PIT,W,9,5,NA,up 3.0,N,NA,2018,ARI,PIT,9,5,6,11,2018-06-11
66,ARI,H,PIT,W,13,8,NA,up 3.0,N,NA,2018,ARI,PIT,13,8,6,12,2018-06-12
67,ARI,H,PIT,L,4,5,NA,up 2.0,D,NA,2018,ARI,PIT,4,5,6,13,2018-06-13
68,ARI,H,NYM,W,6,3,NA,up 2.5,N,NA,2018,ARI,NYM,6,3,6,14,2018-06-14
69,ARI,H,NYM,W,7,3,NA,up 2.5,N,NA,2018,ARI,NYM,7,3,6,15,2018-06-15
70,ARI,H,NYM,L,1,5,NA,up 1.5,N,NA,2018,ARI,NYM,1,5,6,16,2018-06-16
71,ARI,H,NYM,L,3,5,NA,up 1.5,D,NA,2018,ARI,NYM,3,5,6,17,2018-06-17
72,ARI,A,LAA,W,7,4,NA,up 2.0,N,NA,2018,LAA,ARI,4,7,6,18,2018-06-18
73,ARI,A,LAA,L,4,5,NA,up 1.5,N,NA,2018,LAA,ARI,5,4,6,19,2018-06-19
74,ARI,A,PIT,W,9,3,NA,up 2.5,N,NA,2018,PIT,ARI,3,9,6,21,2018-06-21
75,ARI,A,PIT,W,2,1,13,up 2.5,N,NA,2018,PIT,ARI,1,2,6,22,2018-06-22
76,ARI,A,PIT,W,7,2,NA,up 2.5,D,NA,2018,PIT,ARI,2,7,6,23,2018-06-23
77,ARI,A,PIT,W,3,0,NA,up 2.5,D,NA,2018,PIT,ARI,0,3,6,24,2018-06-24
78,ARI,A,MIA,L,5,9,NA,up 1.5,N,NA,2018,MIA,ARI,9,5,6,25,2018-06-25
79,ARI,A,MIA,W,5,3,NA,up 2.5,N,NA,2018,MIA,ARI,3,5,6,26,2018-06-26
80,ARI,A,MIA,W,2,1,NA,up 2.5,N,NA,2018,MIA,ARI,1,2,6,27,2018-06-27
81,ARI,A,MIA,W,4,0,NA,up 3.5,D,NA,2018,MIA,ARI,0,4,6,28,2018-06-28
82,ARI,H,SFG,L,1,2,NA,up 3.5,N,NA,2018,ARI,SFG,1,2,6,29,2018-06-29
83,ARI,H,SFG,L,0,7,NA,up 3.5,N,NA,2018,ARI,SFG,0,7,6,30,2018-06-30
84,ARI,H,SFG,L,6,9,NA,up 2.5,D,NA,2018,ARI,SFG,6,9,7,1,2018-07-01
85,ARI,H,STL,L,3,6,NA,up 1.5,N,NA,2018,ARI,STL,3,6,7,2,2018-07-02
86,ARI,H,STL,W,4,2,NA,up 1.5,N,NA,2018,ARI,STL,4,2,7,3,2018-07-03
87,ARI,H,STL,L,4,8,NA,up 0.5,N,NA,2018,ARI,STL,4,8,7,4,2018-07-04
88,ARI,H,SDP,L,3,6,NA,Tied,N,NA,2018,ARI,SDP,3,6,7,5,2018-07-05
89,ARI,H,SDP,W,3,1,NA,up 1.0,N,NA,2018,ARI,SDP,3,1,7,6,2018-07-06
90,ARI,H,SDP,W,20,5,NA,up 1.0,N,NA,2018,ARI,SDP,20,5,7,7,2018-07-07
91,ARI,H,SDP,L,3,4,16,up 1.0,D,NA,2018,ARI,SDP,3,4,7,8,2018-07-08
92,ARI,A,COL,W,5,3,NA,up 1.5,N,NA,2018,COL,ARI,3,5,7,10,2018-07-10
93,ARI,A,COL,L,2,19,NA,up 0.5,N,NA,2018,COL,ARI,19,2,7,11,2018-07-11
94,ARI,A,COL,L,1,5,NA,0.5,D,NA,2018,COL,ARI,5,1,7,12,2018-07-12
95,ARI,A,ATL,W,2,1,NA,0.5,N,NA,2018,ATL,ARI,1,2,7,13,2018-07-13
96,ARI,A,ATL,W,3,0,NA,up 0.5,D,NA,2018,ATL,ARI,0,3,7,14,2018-07-14
97,ARI,A,ATL,L,1,5,NA,0.5,D,NA,2018,ATL,ARI,5,1,7,15,2018-07-15
98,ARI,H,COL,L,10,11,NA,1.5,N,NA,2018,ARI,COL,10,11,7,20,2018-07-20
99,ARI,H,COL,L,5,6,NA,1.5,N,NA,2018,ARI,COL,5,6,7,21,2018-07-21
100,ARI,H,COL,W,6,1,NA,1.5,D,NA,2018,ARI,COL,6,1,7,22,2018-07-22
101,ARI,A,CHC,W,7,1,NA,1.5,N,NA,2018,CHC,ARI,1,7,7,23,2018-07-23
102,ARI,A,CHC,W,5,1,NA,0.5,N,NA,2018,CHC,ARI,1,5,7,24,2018-07-24
103,ARI,A,CHC,L,1,2,NA,0.5,D,NA,2018,CHC,ARI,2,1,7,25,2018-07-25
104,ARI,A,CHC,L-wo,6,7,NA,1.5,D,NA,2018,CHC,ARI,7,6,7,26,2018-07-26
105,ARI,A,SDP,W,6,2,NA,1.5,N,NA,2018,SDP,ARI,2,6,7,27,2018-07-27
106,ARI,A,SDP,W,9,4,NA,1.5,N,NA,2018,SDP,ARI,4,9,7,28,2018-07-28
107,ARI,A,SDP,W,5,4,NA,0.5,D,NA,2018,SDP,ARI,4,5,7,29,2018-07-29
108,ARI,H,TEX,L,5,9,NA,0.5,N,NA,2018,ARI,TEX,5,9,7,30,2018-07-30
109,ARI,H,TEX,W,6,0,NA,up 0.5,N,NA,2018,ARI,TEX,6,0,7,31,2018-07-31
110,ARI,H,SFG,L,1,8,NA,1.0,N,NA,2018,ARI,SFG,1,8,8,2,2018-08-02
111,ARI,H,SFG,W,6,3,NA,Tied,N,NA,2018,ARI,SFG,6,3,8,3,2018-08-03
112,ARI,H,SFG,W,9,3,NA,up 1.0,N,NA,2018,ARI,SFG,9,3,8,4,2018-08-04
113,ARI,H,SFG,L,2,3,NA,Tied,D,NA,2018,ARI,SFG,2,3,8,5,2018-08-05
114,ARI,H,PHI,W-wo,3,2,14,up 0.5,N,NA,2018,ARI,PHI,3,2,8,6,2018-08-06
115,ARI,H,PHI,L,2,5,NA,0.5,N,NA,2018,ARI,PHI,2,5,8,7,2018-08-07
116,ARI,H,PHI,W,6,0,NA,up 0.5,D,NA,2018,ARI,PHI,6,0,8,8,2018-08-08
117,ARI,A,CIN,L,0,3,NA,Tied,N,NA,2018,CIN,ARI,3,0,8,10,2018-08-10
118,ARI,A,CIN,L,3,6,NA,Tied,N,NA,2018,CIN,ARI,6,3,8,11,2018-08-11
119,ARI,A,CIN,W,9,2,NA,up 1.0,D,NA,2018,CIN,ARI,2,9,8,12,2018-08-12
120,ARI,A,TEX,L,3,5,NA,up 1.0,N,NA,2018,TEX,ARI,5,3,8,13,2018-08-13
121,ARI,A,TEX,W,6,4,NA,up 1.0,N,NA,2018,TEX,ARI,4,6,8,14,2018-08-14
122,ARI,A,SDP,W,5,1,NA,up 1.5,N,NA,2018,SDP,ARI,1,5,8,16,2018-08-16
123,ARI,A,SDP,W,9,4,NA,up 1.5,N,NA,2018,SDP,ARI,4,9,8,17,2018-08-17
124,ARI,A,SDP,L-wo,6,7,NA,up 0.5,N,NA,2018,SDP,ARI,7,6,8,18,2018-08-18
125,ARI,A,SDP,W,4,3,NA,up 0.5,D,NA,2018,SDP,ARI,3,4,8,19,2018-08-19
126,ARI,H,LAA,W-wo,5,4,NA,up 1.5,N,NA,2018,ARI,LAA,5,4,8,21,2018-08-21
127,ARI,H,LAA,W,5,1,NA,up 1.5,N,NA,2018,ARI,LAA,5,1,8,22,2018-08-22
128,ARI,H,SEA,L,3,6,NA,up 1.0,N,NA,2018,ARI,SEA,3,6,8,24,2018-08-24
129,ARI,H,SEA,L,3,4,10,Tied,N,NA,2018,ARI,SEA,3,4,8,25,2018-08-25
130,ARI,H,SEA,W,5,2,NA,up 1.0,D,NA,2018,ARI,SEA,5,2,8,26,2018-08-26
131,ARI,A,SFG,L,0,2,NA,up 1.0,N,NA,2018,SFG,ARI,2,0,8,27,2018-08-27
132,ARI,A,SFG,L-wo,0,1,NA,Tied,N,NA,2018,SFG,ARI,1,0,8,28,2018-08-28
133,ARI,A,SFG,W,3,1,NA,up 0.5,N,NA,2018,SFG,ARI,1,3,8,29,2018-08-29
134,ARI,A,LAD,W,3,1,NA,up 1.5,N,NA,2018,LAD,ARI,1,3,8,30,2018-08-30
135,ARI,A,LAD,L,2,3,NA,up 1.0,N,NA,2018,LAD,ARI,3,2,8,31,2018-08-31
136,ARI,A,LAD,L,2,3,NA,Tied,N,NA,2018,LAD,ARI,3,2,9,1,2018-09-01
137,ARI,A,LAD,L-wo,2,3,NA,1.0,D,NA,2018,LAD,ARI,3,2,9,2,2018-09-02
138,ARI,H,SDP,L,2,6,NA,1.5,N,NA,2018,ARI,SDP,2,6,9,3,2018-09-03
139,ARI,H,SDP,W,6,0,NA,1.5,N,NA,2018,ARI,SDP,6,0,9,4,2018-09-04
140,ARI,H,ATL,L,6,7,10,2.5,N,NA,2018,ARI,ATL,6,7,9,6,2018-09-06
141,ARI,H,ATL,W,5,3,NA,1.5,N,NA,2018,ARI,ATL,5,3,9,7,2018-09-07
142,ARI,H,ATL,L,4,5,10,2.5,N,NA,2018,ARI,ATL,4,5,9,8,2018-09-08
143,ARI,H,ATL,L,5,9,NA,2.5,D,NA,2018,ARI,ATL,5,9,9,9,2018-09-09
144,ARI,A,COL,L,2,13,NA,3.5,N,NA,2018,COL,ARI,13,2,9,10,2018-09-10
145,ARI,A,COL,W,6,3,NA,2.5,N,NA,2018,COL,ARI,3,6,9,11,2018-09-11
146,ARI,A,COL,L-wo,4,5,NA,3.5,N,NA,2018,COL,ARI,5,4,9,12,2018-09-12
147,ARI,A,COL,L,3,10,NA,4.5,D,NA,2018,COL,ARI,10,3,9,13,2018-09-13
148,ARI,A,HOU,W,4,2,NA,3.5,N,NA,2018,HOU,ARI,2,4,9,14,2018-09-14
149,ARI,A,HOU,L,4,10,NA,4.0,N,NA,2018,HOU,ARI,10,4,9,15,2018-09-15
150,ARI,A,HOU,L,4,5,NA,4.5,D,NA,2018,HOU,ARI,5,4,9,16,2018-09-16
151,ARI,H,CHC,L,1,5,NA,5.0,N,NA,2018,ARI,CHC,1,5,9,17,2018-09-17
152,ARI,H,CHC,L,1,9,NA,6.0,N,NA,2018,ARI,CHC,1,9,9,18,2018-09-18
153,ARI,H,CHC,W,9,0,NA,6.0,N,NA,2018,ARI,CHC,9,0,9,19,2018-09-19
154,ARI,H,COL,L,2,6,NA,6.0,N,NA,2018,ARI,COL,2,6,9,21,2018-09-21
155,ARI,H,COL,L,1,5,NA,7.0,N,NA,2018,ARI,COL,1,5,9,22,2018-09-22
156,ARI,H,COL,L,0,2,NA,8.0,D,NA,2018,ARI,COL,0,2,9,23,2018-09-23
157,ARI,H,LAD,L,4,7,NA,9.0,N,NA,2018,ARI,LAD,4,7,9,24,2018-09-24
158,ARI,H,LAD,W-wo,4,3,NA,8.0,N,NA,2018,ARI,LAD,4,3,9,25,2018-09-25
159,ARI,H,LAD,W,7,2,NA,7.5,N,NA,2018,ARI,LAD,7,2,9,26,2018-09-26
160,ARI,A,SDP,L-wo,2,3,15,9.0,N,NA,2018,SDP,ARI,3,2,9,28,2018-09-28
161,ARI,A,SDP,W,5,4,NA,8.0,N,NA,2018,SDP,ARI,4,5,9,29,2018-09-29
162,ARI,A,SDP,L-wo,3,4,10,9.0,D,NA,2018,SDP,ARI,4,3,9,30,2018-09-30
1,BAL,H,MIN,W-wo,3,2,11,Tied,D,NA,2018,BAL,MIN,3,2,3,29,2018-03-29
2,BAL,H,MIN,L,2,6,NA,0.5,N,NA,2018,BAL,MIN,2,6,3,31,2018-03-31
3,BAL,H,MIN,L,0,7,NA,1.5,D,NA,2018,BAL,MIN,0,7,4,1,2018-04-01
4,BAL,A,HOU,L,1,6,NA,2.5,N,NA,2018,HOU,BAL,6,1,4,2,2018-04-02
5,BAL,A,HOU,L,6,10,NA,3.5,N,NA,2018,HOU,BAL,10,6,4,3,2018-04-03
6,BAL,A,HOU,L,2,3,NA,4.0,D,NA,2018,HOU,BAL,3,2,4,4,2018-04-04
7,BAL,A,NYY,W,5,2,NA,4.0,N,NA,2018,NYY,BAL,2,5,4,5,2018-04-05
8,BAL,A,NYY,W,7,3,14,3.5,N,NA,2018,NYY,BAL,3,7,4,6,2018-04-06
9,BAL,A,NYY,L,3,8,NA,4.5,D,NA,2018,NYY,BAL,8,3,4,7,2018-04-07
10,BAL,A,NYY,W,8,7,12,4.5,D,NA,2018,NYY,BAL,7,8,4,8,2018-04-08
11,BAL,H,TOR,L,1,7,NA,5.0,N,NA,2018,BAL,TOR,1,7,4,9,2018-04-09
12,BAL,H,TOR,L,1,2,NA,6.0,N,NA,2018,BAL,TOR,1,2,4,10,2018-04-10
13,BAL,H,TOR,W,5,3,NA,5.0,N,NA,2018,BAL,TOR,5,3,4,11,2018-04-11
14,BAL,A,BOS,L,3,7,NA,6.5,N,NA,2018,BOS,BAL,7,3,4,13,2018-04-13
15,BAL,A,BOS,L,3,10,NA,7.5,D,NA,2018,BOS,BAL,10,3,4,14,2018-04-14
16,BAL,A,BOS,L,1,3,NA,8.5,D,NA,2018,BOS,BAL,3,1,4,15,2018-04-15
17,BAL,A,DET,L,2,4,NA,9.5,N,NA,2018,DET,BAL,4,2,4,17,2018-04-17
18,BAL,A,DET,L-wo,5,6,NA,10.5,D,NA,2018,DET,BAL,6,5,4,18,2018-04-18
19,BAL,A,DET,L,8,13,NA,11.5,D,NA,2018,DET,BAL,13,8,4,19,2018-04-19
20,BAL,H,CLE,W,3,1,NA,11.5,N,NA,2018,BAL,CLE,3,1,4,20,2018-04-20
21,BAL,H,CLE,L,0,4,NA,11.5,D,NA,2018,BAL,CLE,0,4,4,21,2018-04-21
22,BAL,H,CLE,L,3,7,NA,11.5,D,NA,2018,BAL,CLE,3,7,4,22,2018-04-22
23,BAL,H,CLE,L,1,2,NA,12.0,N,NA,2018,BAL,CLE,1,2,4,23,2018-04-23
24,BAL,H,TBR,L,4,8,NA,12.5,N,NA,2018,BAL,TBR,4,8,4,25,2018-04-25
25,BAL,H,TBR,L,5,9,NA,13.5,N,NA,2018,BAL,TBR,5,9,4,26,2018-04-26
26,BAL,H,DET,W,6,0,NA,12.5,N,NA,2018,BAL,DET,6,0,4,27,2018-04-27
27,BAL,H,DET,L,5,9,NA,12.5,N,NA,2018,BAL,DET,5,9,4,28,2018-04-28
28,BAL,H,DET,W,5,3,NA,12.5,D,NA,2018,BAL,DET,5,3,4,29,2018-04-29
29,BAL,A,LAA,L-wo,2,3,NA,13.0,N,NA,2018,LAA,BAL,3,2,5,1,2018-05-01
30,BAL,A,LAA,L,7,10,NA,14.0,N,NA,2018,LAA,BAL,10,7,5,2,2018-05-02
31,BAL,A,LAA,L,3,12,NA,14.0,N,NA,2018,LAA,BAL,12,3,5,3,2018-05-03
32,BAL,A,OAK,L,4,6,NA,15.0,N,NA,2018,OAK,BAL,6,4,5,4,2018-05-04
33,BAL,A,OAK,L-wo,0,2,12,16.0,N,NA,2018,OAK,BAL,2,0,5,5,2018-05-05
34,BAL,A,OAK,L,1,2,NA,17.0,D,NA,2018,OAK,BAL,2,1,5,6,2018-05-06
35,BAL,H,KCR,L,7,15,NA,17.0,N,NA,2018,BAL,KCR,7,15,5,8,2018-05-08
36,BAL,H,KCR,W,5,3,NA,17.0,N,NA,2018,BAL,KCR,5,3,5,9,2018-05-09
37,BAL,H,KCR,W,11,6,NA,16.0,N,NA,2018,BAL,KCR,11,6,5,10,2018-05-10
38,BAL,H,TBR,W,9,4,NA,15.0,N,NA,2018,BAL,TBR,9,4,5,11,2018-05-11
39,BAL,H,TBR,W,6,3,NA,15.5,D,2018-04-24 (Rain),2018,BAL,TBR,6,3,5,12,2018-05-12
40,BAL,H,TBR,L,3,10,NA,15.5,N,NA,2018,BAL,TBR,3,10,5,12,2018-05-12
41,BAL,H,TBR,W,17,1,NA,15.5,D,NA,2018,BAL,TBR,17,1,5,13,2018-05-13
42,BAL,H,PHI,L,1,4,NA,15.5,D,NA,2018,BAL,PHI,1,4,5,16,2018-05-16
43,BAL,A,BOS,L,2,6,NA,16.5,N,2018-04-16 (Rain),2018,BOS,BAL,6,2,5,17,2018-05-17
44,BAL,A,BOS,W,7,4,NA,15.5,N,NA,2018,BOS,BAL,4,7,5,18,2018-05-18
45,BAL,A,BOS,L,3,6,NA,16.5,N,NA,2018,BOS,BAL,6,3,5,19,2018-05-19
46,BAL,A,BOS,L,0,5,NA,17.5,D,NA,2018,BOS,BAL,5,0,5,20,2018-05-20
47,BAL,A,CHW,W,3,2,NA,17.0,N,NA,2018,CHW,BAL,2,3,5,21,2018-05-21
48,BAL,A,CHW,L,2,3,NA,18.0,N,NA,2018,CHW,BAL,3,2,5,22,2018-05-22
49,BAL,A,CHW,L,1,11,NA,19.0,N,NA,2018,CHW,BAL,11,1,5,23,2018-05-23
50,BAL,A,CHW,W,9,3,NA,18.0,D,NA,2018,CHW,BAL,3,9,5,24,2018-05-24
51,BAL,A,TBR,W,2,0,NA,18.0,N,NA,2018,TBR,BAL,0,2,5,25,2018-05-25
52,BAL,A,TBR,L,1,5,NA,19.0,D,NA,2018,TBR,BAL,5,1,5,26,2018-05-26
53,BAL,A,TBR,L,3,8,NA,19.0,D,NA,2018,TBR,BAL,8,3,5,27,2018-05-27
54,BAL,H,WSN,L,0,6,NA,20.0,D,NA,2018,BAL,WSN,0,6,5,28,2018-05-28
55,BAL,H,WSN,L,2,3,NA,21.0,N,NA,2018,BAL,WSN,2,3,5,29,2018-05-29
56,BAL,H,WSN,L,0,2,NA,22.0,N,NA,2018,BAL,WSN,0,2,5,30,2018-05-30
57,BAL,H,NYY,L,1,4,NA,21.5,N,NA,2018,BAL,NYY,1,4,6,1,2018-06-01
58,BAL,H,NYY,L,5,8,NA,22.5,N,NA,2018,BAL,NYY,5,8,6,2,2018-06-02
59,BAL,A,NYM,W,2,1,NA,23.0,N,NA,2018,NYM,BAL,1,2,6,5,2018-06-05
60,BAL,A,NYM,W,1,0,NA,23.0,D,NA,2018,NYM,BAL,0,1,6,6,2018-06-06
61,BAL,A,TOR,L-wo,4,5,10,23.0,N,NA,2018,TOR,BAL,5,4,6,7,2018-06-07
62,BAL,A,TOR,L,1,5,NA,23.0,N,NA,2018,TOR,BAL,5,1,6,8,2018-06-08
63,BAL,A,TOR,L-wo,3,4,10,24.0,D,NA,2018,TOR,BAL,4,3,6,9,2018-06-09
64,BAL,A,TOR,L,3,13,NA,24.0,D,NA,2018,TOR,BAL,13,3,6,10,2018-06-10
65,BAL,H,BOS,L,0,2,12,25.0,N,NA,2018,BAL,BOS,0,2,6,11,2018-06-11
66,BAL,H,BOS,L,4,6,NA,26.0,N,NA,2018,BAL,BOS,4,6,6,12,2018-06-12
67,BAL,H,BOS,L,1,5,NA,27.0,D,NA,2018,BAL,BOS,1,5,6,13,2018-06-13
68,BAL,H,MIA,L,0,2,NA,27.5,N,NA,2018,BAL,MIA,0,2,6,15,2018-06-15
69,BAL,H,MIA,L,4,5,NA,28.0,D,NA,2018,BAL,MIA,4,5,6,16,2018-06-16
70,BAL,H,MIA,W,10,4,NA,27.5,D,NA,2018,BAL,MIA,10,4,6,17,2018-06-17
71,BAL,A,WSN,L,7,9,NA,28.5,N,NA,2018,WSN,BAL,9,7,6,19,2018-06-19
72,BAL,A,WSN,W,3,0,NA,28.5,N,NA,2018,WSN,BAL,0,3,6,20,2018-06-20
73,BAL,A,WSN,L,2,4,NA,29.5,N,NA,2018,WSN,BAL,4,2,6,21,2018-06-21
74,BAL,A,ATL,W,10,7,15,28.5,N,NA,2018,ATL,BAL,7,10,6,22,2018-06-22
75,BAL,A,ATL,W,7,5,NA,27.5,D,NA,2018,ATL,BAL,5,7,6,23,2018-06-23
76,BAL,A,ATL,L,3,7,NA,27.5,D,NA,2018,ATL,BAL,7,3,6,24,2018-06-24
77,BAL,H,SEA,L,3,5,NA,28.5,N,NA,2018,BAL,SEA,3,5,6,25,2018-06-25
78,BAL,H,SEA,L,2,3,NA,29.5,N,NA,2018,BAL,SEA,2,3,6,26,2018-06-26
79,BAL,H,SEA,L,7,8,11,30.0,N,NA,2018,BAL,SEA,7,8,6,27,2018-06-27
80,BAL,H,SEA,L,2,4,10,31.0,D,NA,2018,BAL,SEA,2,4,6,28,2018-06-28
81,BAL,H,LAA,L,1,7,NA,31.0,N,NA,2018,BAL,LAA,1,7,6,29,2018-06-29
82,BAL,H,LAA,L,2,6,NA,32.0,D,NA,2018,BAL,LAA,2,6,6,30,2018-06-30
83,BAL,H,LAA,W,8,2,NA,31.0,D,NA,2018,BAL,LAA,8,2,7,1,2018-07-01
84,BAL,A,PHI,L,2,3,NA,32.5,N,NA,2018,PHI,BAL,3,2,7,3,2018-07-03
85,BAL,A,PHI,L,1,4,NA,33.5,D,NA,2018,PHI,BAL,4,1,7,4,2018-07-04
86,BAL,A,MIN,L,2,5,NA,34.0,N,NA,2018,MIN,BAL,5,2,7,5,2018-07-05
87,BAL,A,MIN,L,2,6,NA,35.0,N,NA,2018,MIN,BAL,6,2,7,6,2018-07-06
88,BAL,A,MIN,L,4,5,NA,36.0,D,NA,2018,MIN,BAL,5,4,7,7,2018-07-07
89,BAL,A,MIN,L,1,10,NA,37.0,D,NA,2018,MIN,BAL,10,1,7,8,2018-07-08
90,BAL,H,NYY,W,5,4,NA,37.5,D,2018-05-31 (Rain),2018,BAL,NYY,5,4,7,9,2018-07-09
91,BAL,H,NYY,L,2,10,NA,37.5,N,NA,2018,BAL,NYY,2,10,7,9,2018-07-09
92,BAL,H,NYY,W-wo,6,5,NA,37.5,N,NA,2018,BAL,NYY,6,5,7,10,2018-07-10
93,BAL,H,NYY,L,0,9,NA,38.5,N,NA,2018,BAL,NYY,0,9,7,11,2018-07-11
94,BAL,H,PHI,L,4,5,NA,39.5,N,2018-05-15 (Rain),2018,BAL,PHI,4,5,7,12,2018-07-12
95,BAL,H,TEX,L,4,5,NA,39.5,N,NA,2018,BAL,TEX,4,5,7,13,2018-07-13
96,BAL,H,TEX,W,1,0,NA,39.5,N,NA,2018,BAL,TEX,1,0,7,14,2018-07-14
97,BAL,H,TEX,W,6,5,NA,39.5,D,NA,2018,BAL,TEX,6,5,7,15,2018-07-15
98,BAL,A,TOR,L-wo,7,8,10,40.5,N,NA,2018,TOR,BAL,8,7,7,20,2018-07-20
99,BAL,A,TOR,L,1,4,NA,40.5,D,NA,2018,TOR,BAL,4,1,7,21,2018-07-21
100,BAL,A,TOR,L,4,5,NA,41.5,D,NA,2018,TOR,BAL,5,4,7,22,2018-07-22
101,BAL,H,BOS,L,3,5,NA,42.5,N,NA,2018,BAL,BOS,3,5,7,23,2018-07-23
102,BAL,H,BOS,W,7,6,NA,41.5,N,NA,2018,BAL,BOS,7,6,7,24,2018-07-24
103,BAL,H,TBR,L,3,4,NA,41.5,N,NA,2018,BAL,TBR,3,4,7,26,2018-07-26
104,BAL,H,TBR,W,15,5,NA,41.5,N,NA,2018,BAL,TBR,15,5,7,27,2018-07-27
105,BAL,H,TBR,W,11,2,NA,41.5,N,NA,2018,BAL,TBR,11,2,7,28,2018-07-28
106,BAL,H,TBR,W,11,5,NA,41.5,D,NA,2018,BAL,TBR,11,5,7,29,2018-07-29
107,BAL,A,NYY,L,3,6,NA,42.0,N,NA,2018,NYY,BAL,6,3,7,31,2018-07-31
108,BAL,A,NYY,W,7,5,NA,41.5,D,NA,2018,NYY,BAL,5,7,8,1,2018-08-01
109,BAL,A,TEX,L,8,17,NA,42.5,N,NA,2018,TEX,BAL,17,8,8,2,2018-08-02
110,BAL,A,TEX,L,3,11,NA,43.5,N,NA,2018,TEX,BAL,11,3,8,3,2018-08-03
111,BAL,A,TEX,L,1,3,NA,44.5,N,NA,2018,TEX,BAL,3,1,8,4,2018-08-04
112,BAL,A,TEX,W,9,6,NA,44.5,D,NA,2018,TEX,BAL,6,9,8,5,2018-08-05
113,BAL,A,TBR,L-wo,3,4,NA,45.5,N,NA,2018,TBR,BAL,4,3,8,7,2018-08-07
114,BAL,A,TBR,W,5,4,NA,45.5,N,NA,2018,TBR,BAL,4,5,8,8,2018-08-08
115,BAL,A,TBR,L,4,5,NA,45.5,N,NA,2018,TBR,BAL,5,4,8,9,2018-08-09
116,BAL,H,BOS,L,12,19,NA,46.5,N,NA,2018,BAL,BOS,12,19,8,10,2018-08-10
117,BAL,H,BOS,L,0,5,NA,48.5,D,2018-07-25 (Rain),2018,BAL,BOS,0,5,8,11,2018-08-11
118,BAL,H,BOS,L,4,6,NA,48.5,N,NA,2018,BAL,BOS,4,6,8,11,2018-08-11
119,BAL,H,BOS,L,1,4,NA,49.5,D,NA,2018,BAL,BOS,1,4,8,12,2018-08-12
120,BAL,H,NYM,W,6,3,NA,49.5,N,NA,2018,BAL,NYM,6,3,8,14,2018-08-14
121,BAL,H,NYM,L,5,16,NA,49.5,N,NA,2018,BAL,NYM,5,16,8,15,2018-08-15
122,BAL,A,CLE,L,1,2,NA,50.5,N,NA,2018,CLE,BAL,2,1,8,17,2018-08-17
123,BAL,A,CLE,W,4,2,NA,50.5,D,NA,2018,CLE,BAL,2,4,8,18,2018-08-18
124,BAL,A,CLE,L,0,8,NA,50.5,D,NA,2018,CLE,BAL,8,0,8,19,2018-08-19
125,BAL,A,TOR,L,3,5,NA,50.5,N,NA,2018,TOR,BAL,5,3,8,20,2018-08-20
126,BAL,A,TOR,L,2,8,NA,50.5,N,NA,2018,TOR,BAL,8,2,8,21,2018-08-21
127,BAL,A,TOR,L,0,6,NA,51.5,D,NA,2018,TOR,BAL,6,0,8,22,2018-08-22
128,BAL,H,NYY,L,5,7,10,52.0,N,NA,2018,BAL,NYY,5,7,8,24,2018-08-24
129,BAL,H,NYY,L,3,10,NA,52.5,D,2018-06-03 (Rain),2018,BAL,NYY,3,10,8,25,2018-08-25
130,BAL,H,NYY,L,1,5,NA,52.5,N,NA,2018,BAL,NYY,1,5,8,25,2018-08-25
131,BAL,H,NYY,L,3,5,NA,52.5,N,NA,2018,BAL,NYY,3,5,8,26,2018-08-26
132,BAL,H,TOR,W,7,0,NA,52.0,N,NA,2018,BAL,TOR,7,0,8,27,2018-08-27
133,BAL,H,TOR,W,12,5,NA,52.0,N,NA,2018,BAL,TOR,12,5,8,28,2018-08-28
134,BAL,H,TOR,W,10,5,NA,52.0,N,NA,2018,BAL,TOR,10,5,8,29,2018-08-29
